NRT_phase2_recuXp4TjZJ1mu	asks_for_help=否;calls_out_reader_group=否;comparison_group=否;divisive_claim=是⟨抽烟的人更容易倒霉，更容易掉落阶层后爬不回去⟩;efficacy_promise=否;ending_asks_reader=否;has_body_sensation=否;has_direct_quote=否;has_specific_place=否;has_specific_time=否;invites_sharing=否;judged_by_others=否;narrator_identity=否;negative_outcome_happened=否;opening_type=观点断言;own_experience=否;product_role=未出现;title_is_question=否;turning_point=否;withholds_product_name=否
NRT_phase2_recuXYC07aiPXm	asks_for_help=否;calls_out_reader_group=否;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=是⟨有孩子因为家人抽烟被欺负的吗？⟩;has_body_sensation=否;has_direct_quote=是⟨没人跟我玩，他们说我爸爸是烟鬼⟩;has_specific_place=是⟨在学校被孤立⟩;has_specific_time=是⟨班主任今天打电话⟩;invites_sharing=否;judged_by_others=否;narrator_identity=是⟨7岁儿子因为爸爸抽烟在学校被孤立了⟩;negative_outcome_happened=是⟨儿子在学校被孤立了⟩;opening_type=具体事件;own_experience=是⟨我当时眼泪就下来了，7岁的孩子因为爸爸抽烟被排挤⟩;product_role=未出现;title_is_question=否;turning_point=否;withholds_product_name=否
NRT_phase2_recuYs7CP28GTg	asks_for_help=否;calls_out_reader_group=否;comparison_group=是⟨旁边其他伴娘都化得美美的，就我看起来很厚重⟩;divisive_claim=否;efficacy_promise=否;ending_asks_reader=是⟨不知道戒了之后还能恢复吗？⟩;has_body_sensation=否;has_direct_quote=是⟨尽力了，你底子太差，精修的时候麻烦修图师多P一下。⟩;has_specific_place=否;has_specific_time=是⟨抽了十年⟩;invites_sharing=否;judged_by_others=是⟨她直接看着我的脸说皮肤底子不太好，毛孔粗，暗沉严重⟩;narrator_identity=是⟨抽了十年⟩;negative_outcome_happened=是⟨我的脸明显比别人暗，要P很久才能看⟩;opening_type=具体事件;own_experience=是⟨闺蜜结婚请我当伴娘，提前一个月就开始准备⟩;product_role=未出现;title_is_question=否;turning_point=否;withholds_product_name=否
NRT_phase2_recuYyYJm2KerZ	asks_for_help=是⟨有没有同款老公的？求个解决办法⟩;calls_out_reader_group=是⟨有没有同款老公的？⟩;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=是⟨有没有同款老公的？求个解决办法⟩;has_body_sensation=否;has_direct_quote=是⟨戒烟是好事，但是你这个吃法也不行啊。⟩;has_specific_place=否;has_specific_time=是⟨戒烟到今天正好40天了⟩;invites_sharing=否;judged_by_others=否;narrator_identity=否;negative_outcome_happened=是⟨体重涨了8斤⟩;opening_type=具体事件;own_experience=否;product_role=未出现;title_is_question=否;turning_point=是⟨老公戒烟到今天正好40天了⟩;withholds_product_name=否
NRT_phase2_recuYyYJm2MuYC	asks_for_help=是⟨你们是先戒烟还是边练边戒，哪种方式成功率更高一些？⟩;calls_out_reader_group=是⟨想问问有健身习惯的朋友⟩;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=是⟨你们是先戒烟还是边练边戒，哪种方式成功率更高一些？⟩;has_body_sensation=否;has_direct_quote=否;has_specific_place=是⟨跑步机上⟩;has_specific_time=是⟨跑了五分钟⟩;invites_sharing=否;judged_by_others=是⟨教练问我是不是抽烟⟩;narrator_identity=否;negative_outcome_happened=是⟨发现我心肺功能特别差⟩;opening_type=具体事件;own_experience=是⟨上周办了张健身卡，想通过运动改善体质⟩;product_role=未出现;title_is_question=否;turning_point=否;withholds_product_name=否
NRT_phase2_recuZ8Lij7vGAj	asks_for_help=否;calls_out_reader_group=否;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=否;has_body_sensation=是⟨有点辣嗓子⟩;has_direct_quote=否;has_specific_place=是⟨在药店看到力克雷咀嚼胶⟩;has_specific_time=是⟨戒烟第15天⟩;invites_sharing=否;judged_by_others=否;narrator_identity=否;negative_outcome_happened=是⟨最近咳嗽得厉害⟩;opening_type=具体事件;own_experience=是⟨戒烟第15天，记录一下⟩;product_role=解决方案⟨在药店看到力克雷咀嚼胶，店员说很多人用，就买了一盒试试⟩;title_is_question=否;turning_point=是⟨最近咳嗽得厉害，想试试能不能少抽点⟩;withholds_product_name=否
NRT_phase2_recuZ8QQXiae2a	asks_for_help=∅!missing;calls_out_reader_group=否;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=∅!missing;has_body_sensation=否;has_direct_quote=否;has_specific_place=是⟨客厅里⟩;has_specific_time=是⟨昨晚半夜两点多⟩;invites_sharing=∅!missing;judged_by_others=否;narrator_identity=是⟨老公戒烟进入第二周⟩;negative_outcome_happened=是⟨这周他的体重已经涨了快两公斤了⟩;opening_type=具体事件;own_experience=否;product_role=未出现;title_is_question=是⟨戒烟两周老公真成猪了咋办⟩;turning_point=否;withholds_product_name=否
NRT_phase2_recuZkIQtVBW1l	asks_for_help=是⟨遇到阿姨因为家里环境问题不愿意干的怎么办？⟩;calls_out_reader_group=是⟨有请过保姆的姐妹吗⟩;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=是⟨遇到阿姨因为家里环境问题不愿意干的怎么办？⟩;has_body_sensation=否;has_direct_quote=否;has_specific_place=是⟨客厅⟩;has_specific_time=是⟨第二天早上⟩;invites_sharing=否;judged_by_others=是⟨说房间里味道太重了，她晚上睡觉一直咳嗽⟩;narrator_identity=是⟨找了个住家保姆来帮忙带孩子⟩;negative_outcome_happened=是⟨第二天早上她就说干不了了，要回去⟩;opening_type=具体事件;own_experience=是⟨上周找了个住家保姆来帮忙带孩子，结果第二天早上她就说干不了了⟩;product_role=未出现;title_is_question=否;turning_point=是⟨第二天早上她就说干不了了，要回去⟩;withholds_product_name=否
NRT_phase2_recuZkJtsfhvnx	asks_for_help=否;calls_out_reader_group=否;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=否;has_body_sensation=否;has_direct_quote=是⟨闺女，尝尝。爸现在味觉好了，能尝出咸淡了。⟩;has_specific_place=是⟨厨房⟩;has_specific_time=是⟨昨天⟩;invites_sharing=否;judged_by_others=否;narrator_identity=是⟨闺女，尝尝⟩;negative_outcome_happened=否;opening_type=具体事件;own_experience=否;product_role=未出现;title_is_question=否;turning_point=否;withholds_product_name=否
NRT_phase2_recuZkJtsfPTQl	asks_for_help=否;calls_out_reader_group=否;comparison_group=否;divisive_claim=否;efficacy_promise=否;ending_asks_reader=否;has_body_sensation=否;has_direct_quote=否;has_specific_place=否;has_specific_time=否;invites_sharing=否;judged_by_others=否;narrator_identity=否;negative_outcome_happened=否;opening_type=观点断言;own_experience=是⟨戒烟后，我被迫学会了与自己的情绪共处⟩;product_role=未出现;title_is_question=否;turning_point=否;withholds_product_name=否
